Months_As_Customer,Age,Policy_Number,Policy_Bind_Date,Policy_State,Policy_Csl,Policy_Deductable,Income,Policy_Annual_Premium,Insured_Zip,Insured_Sex,Insured_Education_Level,Insured_Occupation,Insured_Hobbies,Insured_Relationship,Incident_Date,Incident_Type,Collision_Type,Incident_Severity,Incident_State,Incident_City,Bodily_Injuries,Witnesses,Total_Claim_Amount,Injury_Claim,Vehicle_Claim,Auto_Make,Auto_Model,CAR_USE,URBANICITY,Auto_Year
137,30,927205,16-12-2011,IL,250/500,500,38453,1039.55,466393,MALE,MD,exec-managerial,kayaking,unmarried,16-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Columbus,2,1,74030,6730,53840,Chevrolet,Tahoe,Commercial,Urban,2005
56,42,655356,07-07-1996,IL,250/500,500,32838,1339.39,471786,FEMALE,Associate,adm-clerical,chess,not-in-family,25-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Columbus,1,2,61490,11180,39130,BMW,X5,Commercial,Rural,1998
75,27,831053,05-08-1992,IN,250/500,1000,14195,1202.75,602289,MALE,High School,handlers-cleaners,board-games,not-in-family,21-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Northbrook,0,2,79560,6630,59670,Volkswagen,Passat,Private,Urban,2003
131,33,432740,09-10-1990,IL,100/300,2000,9961,1081.17,445120,MALE,MD,sales,yachting,wife,28-01-2015,Parked Car,Others,Minor Damage,NY,Northbend,0,1,4900,490,3920,Toyota,Camry,Private,Rural,2010
153,34,893853,27-02-1994,IL,250/500,500,70309,991.39,449260,MALE,High School,tech-support,paintball,other-relative,27-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,1,0,77770,14140,49490,Nissan,Pathfinder,Private,Urban,2000
255,43,594988,06-05-2007,IN,500/1000,500,93540,984.02,472724,FEMALE,JD,transport-moving,board-games,unmarried,10-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Columbus,2,2,74700,7470,52290,Nissan,Maxima,Commercial,Urban,2007
103,26,979544,21-04-2014,IL,100/300,500,31476,1354.83,475173,MALE,MD,tech-support,sleeping,husband,18-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Arlington,2,2,40600,4060,32480,Volkswagen,Passat,Private,Urban,2010
97,28,191891,11-02-2010,OH,100/300,1000,47629,830.31,443854,MALE,JD,farming-fishing,video-games,husband,13-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Springfield,1,0,45270,10060,25150,Jeep,Wrangler,Commercial,Urban,2006
214,36,831479,04-06-2000,IL,100/300,2000,58391,987.42,461418,FEMALE,Associate,machine-op-inspct,kayaking,own-child,31-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,0,3,47080,4280,34240,Saab,93,Commercial,Urban,2006
438,57,714346,05-10-1991,OH,500/1000,500,16715,1119.29,616164,FEMALE,MD,machine-op-inspct,chess,husband,15-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,0,0,40700,4070,32560,Volkswagen,Passat,Commercial,Rural,2000
87,27,326289,03-01-2004,OH,100/300,500,58391,1048.39,620962,FEMALE,Masters,transport-moving,polo,own-child,13-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,2,1,34650,6300,25200,Ford,F150,Commercial,Urban,1996
27,28,944537,23-07-1992,OH,500/1000,1000,33470,1074.47,465201,MALE,MD,protective-serv,camping,wife,13-02-2015,Parked Car,Others,Trivial Damage,WV,Riverwood,2,0,3200,400,2400,Jeep,Grand Cherokee,Commercial,Rural,2012
206,42,779156,10-10-1993,IL,500/1000,1000,101321,1230.76,470488,MALE,High School,machine-op-inspct,yachting,unmarried,03-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Hillsdale,1,1,78980,7180,57440,Saab,92x,Private,Urban,1997
127,31,856153,09-07-2002,OH,500/1000,500,48317,1255.02,462250,MALE,Associate,sales,reading,not-in-family,13-01-2015,Parked Car,Others,Minor Damage,SC,Riverwood,1,0,6160,560,4480,Nissan,Ultima,Private,Urban,1996
422,60,473338,14-11-2010,IN,100/300,1000,48317,1555.52,436408,FEMALE,MD,machine-op-inspct,hiking,own-child,14-02-2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbrook,1,1,85250,15500,62000,Mercedes,E400,Private,Urban,1999
303,50,521694,03-03-1997,IL,100/300,2000,86794,836.11,464230,MALE,Masters,sales,camping,not-in-family,20-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Springfield,1,2,72840,12140,54630,Dodge,Neon,Commercial,Urban,2010
228,40,136520,01-03-1997,IN,100/300,500,31908,1450.98,478609,MALE,Associate,exec-managerial,base-jumping,husband,18-01-2015,Parked Car,Others,Trivial Damage,WV,Northbend,0,2,6050,1100,3850,Toyota,Camry,Private,Urban,2010
239,39,730819,18-08-1990,IN,250/500,2000,30089,625.08,437156,FEMALE,JD,protective-serv,hiking,wife,03-01-2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Riverwood,2,3,87890,15980,63920,BMW,X6,Commercial,Urban,2014
330,47,912665,28-05-2014,IL,100/300,2000,32381,1133.27,432218,FEMALE,High School,craft-repair,chess,wife,01-03-2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbrook,0,2,60500,11000,44000,Ford,F150,Commercial,Urban,1999
128,35,469966,22-07-2004,IN,500/1000,500,17645,1366.6,620493,FEMALE,MD,machine-op-inspct,kayaking,other-relative,01-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Columbus,2,1,88220,16040,56140,Chevrolet,Malibu,Commercial,Urban,2008
147,37,952300,02-08-2009,OH,500/1000,1000,190945,1439.9,475391,FEMALE,Associate,prof-specialty,video-games,husband,29-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Springfield,1,2,53680,9760,39040,Accura,MDX,Commercial,Rural,2004
287,45,322609,05-07-2007,OH,500/1000,1000,190945,1230.69,440720,MALE,Masters,transport-moving,golf,not-in-family,10-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Springfield,0,2,53800,5380,43040,Accura,MDX,Commercial,Rural,2006
142,29,890280,24-01-2010,OH,100/300,2000,33483,1307.68,606942,FEMALE,MD,craft-repair,dancing,husband,29-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Columbus,1,2,54360,4530,40770,Mercedes,E400,Private,Rural,1995
162,35,431583,15-05-2000,IL,500/1000,2000,19230,1124.69,446971,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,20-02-2015,Single Vehicle Collision,Side Collision,Major Damage,WV,Arlington,0,3,54340,9880,39520,Toyota,Camry,Commercial,Urban,2001
140,35,155912,21-03-2008,OH,100/300,1000,67842,1520.78,470538,FEMALE,High School,craft-repair,chess,wife,21-01-2015,Parked Car,Others,Trivial Damage,SC,Columbus,0,2,2860,520,2080,Chevrolet,Tahoe,Commercial,Urban,1997
106,28,110143,07-05-1990,OH,100/300,2000,104421,1609.11,601177,MALE,High School,craft-repair,polo,own-child,18-01-2015,Vehicle Theft,Others,Minor Damage,WV,Hillsdale,2,1,5490,0,4270,Saab,95,Commercial,Urban,1999
292,45,808544,05-02-1991,IL,500/1000,1000,77624,1358.91,451470,MALE,Masters,craft-repair,dancing,unmarried,09-01-2015,Vehicle Theft,Others,Trivial Damage,WV,Northbend,0,2,7370,670,5360,Suburu,Impreza,Commercial,Urban,1997
34,34,409074,19-03-1992,OH,500/1000,500,8247,1295.87,438529,FEMALE,PhD,priv-house-serv,chess,husband,13-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,NC,Columbus,1,0,50800,5080,40640,Audi,A3,Commercial,Urban,1997
290,48,824728,24-04-2013,IL,250/500,500,0,1161.03,469742,MALE,Associate,adm-clerical,video-games,not-in-family,13-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,VA,Northbrook,1,1,41520,5190,31140,Nissan,Ultima,Private,Urban,2014
182,38,606037,10-04-2009,OH,500/1000,2000,15292,1441.06,435534,FEMALE,Masters,armed-forces,movies,husband,08-01-2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Riverwood,2,3,89650,8150,65200,Dodge,RAM,Private,Rural,2005
362,55,636843,01-12-2008,OH,100/300,1000,52248,1097.99,442239,FEMALE,JD,other-service,base-jumping,unmarried,17-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Hillsdale,0,3,39690,0,39690,Suburu,Legacy,Commercial,Urban,1998
143,32,111874,05-07-2000,IL,500/1000,1000,26119,1464.42,468986,FEMALE,High School,exec-managerial,golf,husband,15-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Springfield,2,0,62260,5660,50940,Saab,92x,Private,Urban,1995
183,38,439844,11-06-2014,IL,250/500,500,71738,1543.68,606988,FEMALE,Masters,prof-specialty,paintball,not-in-family,24-01-2015,Single Vehicle Collision,Side Collision,Major Damage,NC,Hillsdale,0,1,51920,9440,37760,Audi,A3,Commercial,Rural,2001
254,40,463513,23-04-1995,IL,250/500,500,119331,1390.89,453719,MALE,College,armed-forces,bungie-jumping,wife,28-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Riverwood,2,2,53460,9720,38880,Volkswagen,Jetta,Commercial,Urban,2009
249,43,577858,16-09-1990,OH,100/300,2000,2177,1148.58,475524,FEMALE,MD,adm-clerical,golf,not-in-family,16-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Arlington,2,1,57100,5710,45680,Honda,CRV,Private,Urban,2014
169,36,607351,11-12-1998,IN,250/500,500,107482,1616.26,617804,MALE,High School,exec-managerial,yachting,unmarried,09-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Springfield,2,3,77440,14080,56320,Dodge,Neon,Private,Rural,2004
235,40,682754,09-10-1995,IL,500/1000,500,6068,1398.94,613399,MALE,College,craft-repair,bungie-jumping,husband,24-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,1,2,68300,6830,47810,Suburu,Forrestor,Private,Urban,2003
112,32,757352,21-12-1999,OH,500/1000,1000,27388,1238.92,453400,MALE,Associate,other-service,base-jumping,other-relative,11-02-2015,Parked Car,Others,Trivial Damage,NY,Arlington,0,2,5060,460,3680,Honda,CRV,Commercial,Urban,2012
16,32,307469,28-07-2002,IL,100/300,1000,69557,968.46,615767,MALE,MD,tech-support,chess,not-in-family,27-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,0,2,59400,6600,39600,Dodge,RAM,Commercial,Rural,1995
128,31,526296,03-08-1993,IL,100/300,500,51346,1045.12,615311,FEMALE,High School,transport-moving,cross-fit,other-relative,19-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Springfield,0,2,69930,0,54390,Ford,Escape,Private,Rural,2013
103,27,658816,16-12-2007,IN,100/300,1000,54464,1537.33,468470,FEMALE,College,handlers-cleaners,board-games,husband,20-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,1,1,77700,7770,54390,Jeep,Wrangler,Private,Urban,2008
356,54,913337,10-02-2008,OH,500/1000,500,136758,912.3,461383,MALE,College,prof-specialty,yachting,wife,10-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Northbend,2,1,68750,12500,43750,Audi,A5,Private,Urban,2007
109,29,488464,01-10-2006,OH,100/300,2000,17545,1007.28,457727,FEMALE,High School,adm-clerical,movies,husband,21-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,1,3,91080,16560,57960,Jeep,Wrangler,Commercial,Urban,1995
2,20,480094,09-03-2003,IN,500/1000,1000,7308,1189.98,613327,FEMALE,High School,craft-repair,golf,other-relative,01-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,Columbus,1,3,48360,4030,36270,Audi,A5,Private,Urban,2000
198,34,263108,29-05-2003,OH,250/500,1000,47950,1576.41,614941,MALE,Associate,handlers-cleaners,kayaking,other-relative,25-02-2015,Single Vehicle Collision,Side Collision,Major Damage,WV,Hillsdale,1,1,95000,9500,76000,Ford,F150,Private,Urban,2001
107,32,298412,06-05-2002,OH,100/300,500,16118,1172.82,440680,MALE,Associate,machine-op-inspct,yachting,other-relative,24-02-2015,Vehicle Theft,Others,Trivial Damage,SC,Arlington,1,3,3900,780,2730,Ford,F150,Private,Urban,2010
252,39,261905,28-02-2004,IL,500/1000,500,66841,1312.22,609949,MALE,High School,transport-moving,cross-fit,other-relative,21-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,0,3,59400,11880,41580,Jeep,Grand Cherokee,Private,Urban,2010
303,43,674485,14-01-1999,OH,500/1000,1000,6622,671.01,479655,FEMALE,Associate,machine-op-inspct,camping,other-relative,08-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Springfield,2,0,60210,6690,46830,Nissan,Maxima,Private,Urban,2013
101,32,223404,23-01-2002,IL,250/500,500,17453,895.14,439964,MALE,JD,sales,video-games,other-relative,10-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Columbus,0,3,43600,8720,30520,Suburu,Legacy,Private,Urban,2010
446,57,991480,09-12-1992,IN,100/300,2000,89286,1373.21,478486,MALE,College,adm-clerical,sleeping,unmarried,14-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,SC,Northbrook,0,0,62800,6280,43960,Jeep,Wrangler,Commercial,Urban,2012
330,48,804219,24-06-1998,OH,250/500,1000,189093,1625.65,466498,MALE,College,farming-fishing,skydiving,husband,26-02-2015,Single Vehicle Collision,Side Collision,Major Damage,VA,Springfield,1,3,59500,11900,41650,Dodge,Neon,Commercial,Urban,2006
211,37,483088,06-01-2011,OH,250/500,2000,97645,1295.63,430878,FEMALE,PhD,armed-forces,skydiving,not-in-family,30-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Northbend,1,0,53460,5940,41580,Honda,CRV,Private,Rural,2009
172,33,100804,24-02-2012,IL,100/300,1000,52469,1459.96,600127,FEMALE,High School,adm-clerical,reading,wife,07-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,0,1,41690,7580,26530,Saab,95,Commercial,Rural,1999
316,46,941807,25-06-2011,OH,100/300,500,34368,1219.94,431968,FEMALE,Masters,prof-specialty,paintball,wife,27-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Arlington,0,1,63100,6310,44170,Accura,TL,Private,Urban,2000
435,60,593466,21-11-2006,OH,500/1000,500,81772,1064.49,462804,MALE,Associate,priv-house-serv,chess,other-relative,13-02-2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Arlington,2,1,62880,5240,47160,Mercedes,E400,Commercial,Urban,2007
344,51,437442,27-06-2008,IL,100/300,1000,53194,959.83,435809,FEMALE,Masters,sales,paintball,not-in-family,02-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbend,2,2,75400,17400,46400,BMW,X6,Private,Urban,2006
204,40,942106,30-08-1993,OH,250/500,2000,42018,1767.02,453193,MALE,JD,machine-op-inspct,hiking,husband,27-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Arlington,1,1,46200,4200,33600,Audi,A5,Private,Urban,1997
278,47,794951,21-04-2008,IN,500/1000,500,11898,1285.01,459630,MALE,Masters,machine-op-inspct,sleeping,not-in-family,02-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Hillsdale,2,2,58500,5850,46800,Toyota,Camry,Private,Rural,2010
434,57,182450,23-06-2000,OH,500/1000,2000,0,1422.95,608982,MALE,JD,transport-moving,bungie-jumping,husband,17-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Columbus,1,3,66240,11040,44160,Nissan,Maxima,Private,Urban,2003
209,36,730973,11-01-2010,IN,100/300,2000,59905,1223.39,452218,FEMALE,MD,craft-repair,camping,wife,12-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,PA,Hillsdale,1,3,65440,8180,49080,Jeep,Wrangler,Commercial,Urban,2014
250,43,687755,28-03-1990,IL,500/1000,2000,29206,1539.06,434150,MALE,Masters,sales,exercise,other-relative,20-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Hillsdale,0,3,64200,10700,42800,Ford,F150,Private,Urban,2002
61,25,757644,29-01-1998,IN,100/300,2000,8824,988.06,460579,FEMALE,Masters,other-service,dancing,not-in-family,05-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Northbend,1,0,32320,4040,24240,Dodge,RAM,Private,Urban,2000
80,28,998865,05-12-2014,IL,500/1000,1000,0,1740.57,442142,FEMALE,College,farming-fishing,golf,wife,20-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbend,0,1,33480,3720,26040,Dodge,Neon,Commercial,Urban,2011
25,38,944953,07-12-1995,OH,250/500,1000,14744,1540.91,608807,MALE,College,adm-clerical,polo,wife,24-02-2015,Vehicle Theft,Others,Trivial Damage,VA,Northbend,1,1,4320,480,2880,Toyota,Corolla,Private,Urban,1995
4,29,386429,27-05-2002,IL,250/500,500,4060,1381.88,433153,MALE,High School,tech-support,exercise,other-relative,21-02-2015,Vehicle Theft,Others,Trivial Damage,SC,Hillsdale,0,2,4200,840,2940,Jeep,Wrangler,Private,Urban,2008
32,29,108270,09-08-2002,OH,100/300,500,72188,1446.98,436560,MALE,MD,adm-clerical,sleeping,own-child,11-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Arlington,2,0,57970,10540,42160,Saab,93,Private,Urban,2006
125,31,205134,02-12-2012,IN,500/1000,500,30955,1220.86,436784,MALE,JD,other-service,paintball,husband,24-01-2015,Parked Car,Others,Trivial Damage,NY,Arlington,1,2,4320,0,3360,Saab,93,Private,Urban,2003
276,45,749325,22-03-2000,IL,500/1000,500,67399,948.1,430621,FEMALE,High School,machine-op-inspct,reading,wife,06-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Columbus,0,2,69300,13860,48510,Ford,Escape,Private,Urban,2010
148,30,774303,13-04-2002,OH,100/300,500,109683,1471.24,601574,FEMALE,Masters,farming-fishing,camping,own-child,15-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,NC,Riverwood,2,2,32480,4060,24360,Dodge,Neon,Private,Urban,1997
222,38,698470,17-06-2008,IN,100/300,2000,36179,1157.97,433853,MALE,MD,machine-op-inspct,hiking,not-in-family,22-02-2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Hillsdale,2,2,60480,6720,47040,Accura,TL,Private,Rural,2001
32,38,719989,07-04-1994,IL,250/500,2000,0,566.11,453164,MALE,Associate,armed-forces,polo,unmarried,21-01-2015,Parked Car,Others,Trivial Damage,NC,Springfield,0,0,2640,440,1760,Honda,CRV,Private,Rural,2015
78,27,309323,29-02-1992,OH,500/1000,500,0,1060.88,613931,MALE,JD,other-service,skydiving,other-relative,03-02-2015,Parked Car,Others,Trivial Damage,SC,Northbend,0,3,6050,550,4400,Volkswagen,Passat,Commercial,Urban,2009
238,43,444035,11-05-1996,OH,250/500,1000,0,1524.45,607458,MALE,High School,handlers-cleaners,chess,wife,16-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,NC,Hillsdale,0,0,42700,4270,34160,Saab,92x,Private,Urban,1995
313,47,431478,03-04-2013,IN,250/500,1000,0,1556.17,463835,MALE,College,prof-specialty,reading,wife,07-02-2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Hillsdale,1,3,40260,3660,29280,Accura,MDX,Commercial,Urban,1996
334,50,797634,12-11-2009,OH,500/1000,500,0,1216.24,613945,MALE,Masters,priv-house-serv,polo,wife,14-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Columbus,2,0,50000,5000,35000,Chevrolet,Silverado,Commercial,Rural,2008
190,35,284836,05-11-2008,IN,250/500,500,0,1484.72,432699,FEMALE,High School,tech-support,golf,husband,02-02-2015,Parked Car,Others,Trivial Damage,NY,Riverwood,0,1,3840,640,2880,Saab,92x,Private,Rural,1998
194,41,238196,15-02-1993,IL,250/500,500,0,1203.81,613119,MALE,JD,transport-moving,video-games,not-in-family,06-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Springfield,0,2,95900,13700,61650,Saab,95,Private,Urban,1999
290,47,885789,21-07-2008,IN,250/500,1000,0,1393.34,472922,MALE,High School,exec-managerial,bungie-jumping,other-relative,15-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Northbend,1,3,56160,6240,37440,Audi,A5,Private,Urban,2002
26,42,287436,11-09-2010,OH,100/300,1000,14846,1484.48,613849,MALE,PhD,armed-forces,sleeping,not-in-family,24-02-2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Riverwood,2,3,63030,5730,45840,Saab,92x,Commercial,Rural,1996
254,41,496067,22-12-1995,IL,250/500,500,0,1581.27,603827,FEMALE,PhD,handlers-cleaners,skydiving,own-child,07-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Riverwood,2,2,63470,5770,46160,BMW,X6,Commercial,Urban,1999
199,38,206004,26-09-1991,IL,250/500,1000,75512,1281.25,467780,FEMALE,High School,tech-support,movies,other-relative,04-02-2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Columbus,0,2,44440,8080,32320,BMW,X6,Private,Urban,2007
137,35,153027,11-03-2010,IN,250/500,500,68288,1667.83,460586,MALE,JD,prof-specialty,paintball,husband,04-02-2015,Parked Car,Others,Minor Damage,WV,Northbrook,1,1,6600,1200,4200,Jeep,Grand Cherokee,Private,Urban,2005
134,36,469426,15-07-1990,OH,250/500,1000,62615,1497.41,613842,MALE,PhD,machine-op-inspct,kayaking,husband,25-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Northbrook,2,0,77200,9650,57900,Ford,Escape,Commercial,Urban,1996
73,30,654974,10-05-2009,OH,100/300,500,30770,803.36,435371,FEMALE,High School,protective-serv,reading,husband,25-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Springfield,0,0,57000,0,45600,Audi,A3,Commercial,Rural,2013
289,45,943425,28-10-1999,OH,250/500,2000,126678,1221.41,466289,FEMALE,Masters,farming-fishing,movies,wife,27-02-2015,Vehicle Theft,Others,Trivial Damage,WV,Riverwood,2,1,2700,300,2100,Honda,Accord,Private,Rural,2006
176,36,641845,30-03-1995,OH,250/500,500,77222,1865.83,436173,MALE,College,transport-moving,kayaking,unmarried,11-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Hillsdale,2,1,47300,4300,34400,Volkswagen,Jetta,Private,Rural,2006
145,37,794534,14-12-1991,OH,250/500,2000,0,1434.27,457234,FEMALE,Associate,tech-support,sleeping,unmarried,04-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Arlington,2,3,55110,5010,40080,Nissan,Maxima,Commercial,Rural,2002
